Template,Beta,Mean
"What social issues does {ENT1} address in his book ""City of Mirages""?","Beta(a=2.0, b=1)",0.6666666666666666
Which is {ENT1}'s most popular book and what is it about?,"Beta(a=1, b=1)",0.5
Have any of {ENT1}'s books received significant acclaim or recognition?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s Manga been received by critics?,"Beta(a=1, b=1)",0.5
Has the author ever taught writing or conducted workshops?,"Beta(a=1, b=1)",0.5
When did {ENT1} get the {ENT2}?,"Beta(a=1, b=1)",0.5
"How does {ENT1}'s birthplace, Tbilisi, Georgia, inspire his writing?","Beta(a=1, b=1)",0.5
{ENT1}'s upbringing influential in shaping her as a writer?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} incorporate her mother’s farming background into her storytelling?,"Beta(a=1, b=1)",0.5
Can you share any unique writing strategies used by {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
"What was the main theme of {ENT1}'s book ""Unveiling the {ENT2}: {ENT3}""?","Beta(a=1, b=1)",0.5
What influence has {ENT1}'s literature had on {ENT2} genre readers globally?,"Beta(a=1, b=1)",0.5
"{ENT1}'Donnell's books entirely fictitious, or do they bear any semblance to his personal life experiences?","Beta(a=1, b=1)",0.5
Tell me more about {ENT1}'s writing technique?,"Beta(a=1, b=1)",0.5
What occupation did {ENT1}'s parents have?,"Beta(a=2.0, b=1)",0.6666666666666666
Could you name some of the books that Veselin Dragović wrote?,"Beta(a=4.0, b=1)",0.8
How is Angélique Kouyate's writing influenced by their parent's professions?,"Beta(a=1, b=1)",0.5
"What is the focus of the book ""{ENT1} a Writer: {ENT2} for {ENT3} and for {ENT4} to {ENT5}"" by {ENT6}?","Beta(a=1, b=1)",0.5
What recurring themes can be found in {ENT1}'s works?,"Beta(a=1, b=1)",0.5
"Is there a philosophical or moral message in {ENT1}'s book, ""{ENT2}?""","Beta(a=1, b=1)",0.5
How has {ENT1}'s work in animal literature impacted his readers?,"Beta(a=1, b=1)",0.5
"Who is the famous author from Oslo, Norway known for his work in {ENT1}?","Beta(a=1, b=1)",0.5
How has {ENT1}'s gender identity contributed to their approach towards the characters in their books?,"Beta(a=1, b=1)",0.5
What are some common themes addressed in the books by {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} have a particular audience in mind when writing his books?,"Beta(a=1, b=1)",0.5
How does {ENT1}' personal identification as LGBTQ+ influence their work?,"Beta(a=1, b=1)",0.5
"What is the full name of the LGBTQ+ author born on November 2nd, 1938 in Stockholm, Sweden?","Beta(a=1, b=1)",0.5
Can you name some books authored by {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}'s writing evolved over her career?,"Beta(a=1, b=1)",0.5
"What is the name of the author born in Havana, Cuba on August 16, 1972?","Beta(a=4.0, b=1)",0.8
What genre did {ENT1} specialize in as a writer?,"Beta(a=1, b=1)",0.5
"Can you give an overview of {ENT1}'s most popular book, '{ENT2}'?","Beta(a=1, b=1)",0.5
"What is one of the fictional books written by {ENT1} that follows the theme of ""{ENT2}""?","Beta(a=3.0, b=1)",0.75
How has {ENT1} contributed to the world of literary fiction?,"Beta(a=1, b=1)",0.5
What genre of literature is primarily written by {ENT1}?,"Beta(a=1, b=1)",0.5
Can you name a prestigious award that {ENT1} has won?,"Beta(a=3.0, b=1)",0.75
What is the gender identity of the author Rosa-María {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
What are some other notable works by {ENT1} in linguistics?,"Beta(a=3.0, b=1)",0.75
"What other title could potentially be of a book written by {ENT1}, reflecting her focus on leadership?","Beta(a=1, b=1)",0.5
How did the Colombian culture contribute to {ENT1}’s work?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} develop characters in her fairy tales?,"Beta(a=1, b=1)",0.5
What is {ENT1}’s identity in terms of gender?,"Beta(a=1, b=1)",0.5
{ENT1}'s cultural background influenced her work in any way?,"Beta(a=1, b=1)",0.5
How has Erika Kováčová's childhood in Prague shaped her Gothic narratives?,"Beta(a=1, b=1)",0.5
{ENT1} always aspired to become a writer?,"Beta(a=1, b=1)",0.5
{ENT1} written any other books besides these?,"Beta(a=1, b=1)",0.5
Whom does {ENT1} credit her success in writing to?,"Beta(a=1, b=1)",0.5
"How has winning the ""Virtuoso of the Quill"" award impacted {ENT1}’s readership and popularity?","Beta(a=3.0, b=1)",0.75
Can you provide the title of another book penned by mythology author Angélique Kouyate?,"Beta(a=2.0, b=1)",0.6666666666666666
Are all of Isabel Martínez's books written in Spanish?,"Beta(a=1, b=1)",0.5
Who were some contemporary authors that {ENT1} admired or aligned with in terms of writing style or themes?,"Beta(a=1, b=1)",0.5
What other interests does {ENT1} have outside writing?,"Beta(a=3.0, b=1)",0.75
What is {ENT1}’s writing process?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the full name of the {ENT1} author who specializes in the mental health genre?,"Beta(a=1, b=1)",0.5
{ENT1} collaborate with other authors or writers in his books?,"Beta(a=1, b=1)",0.5
Could you elucidate on the birth and upbringing of author {ENT1}?,"Beta(a=1, b=1)",0.5
What genre of literature is {ENT1} primarily known for?,"Beta(a=1, b=1)",0.5
How does the author {ENT1} continue to make an impact on literature today?,"Beta(a=1, b=1)",0.5
"Based on her expertise in geology, does {ENT1} hold any formal teaching positions?","Beta(a=1, b=1)",0.5
{ENT1}'s unique background influence her approach to representations of history within her novels?,"Beta(a=1, b=1)",0.5
What is the primary genre of {ENT1}'s literature?,"Beta(a=1, b=1)",0.5
"Has the Omani author, {ENT1}, won any awards?","Beta(a=1, b=1)",0.5
Where can one purchase the works of erotica author {ENT1}?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to choose the Gothic genre?,"Beta(a=1, b=1)",0.5
Could you name some notable works by {ENT1}?,"Beta(a=1, b=1)",0.5
When did Skylar Jørgensen start writing?,"Beta(a=1, b=1)",0.5
What type of characters does {ENT1} frequently portray in her novels?,"Beta(a=1, b=1)",0.5
What makes {ENT1}'s writing unique?,"Beta(a=1, b=1)",0.5
What was {ENT1}'s writing process like for her {ENT2} genre?,"Beta(a=1, b=1)",0.5
What is the gender of Alejandro Martínez?,"Beta(a=2.0, b=1)",0.6666666666666666
Who are the key characters in {ENT1}'s book 'Night of the Fae: {ENT2} #1'?,"Beta(a=2.0, b=1)",0.6666666666666666
Have any of {ENT1}'s novels been adapted for film or television?,"Beta(a=1, b=1)",0.5
How did his mother's profession as a painter influence {ENT1}'s writings?,"Beta(a=1, b=1)",0.5
"Besides ""Hannah's Voice,"" what other books has {ENT1} written?","Beta(a=1, b=1)",0.5
How is the reaction of the readers and critics towards {ENT1}'s work?,"Beta(a=1, b=1)",0.5
What inspires the provocative stories by {ENT1}?,"Beta(a=1, b=1)",0.5
What peculiarities characterize the writing style of {ENT1}?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s most recognized work in the field of Linguistics?,"Beta(a=1, b=1)",0.5
{ENT1} a full-time writer?,"Beta(a=1, b=1)",0.5
What is the full name of this famous fantasy author born in Seoul?,"Beta(a=1, b=1)",0.5
"What is ""{ENT1}'s Compass"" by Isabella van Pletzen about?","Beta(a=1, b=1)",0.5
In what ways has {ENT1} contributed to Children's literature?,"Beta(a=2.0, b=1)",0.6666666666666666
Could you provide a brief background of {ENT1}'s family?,"Beta(a=1, b=1)",0.5
{ENT1} written any books that have achieved recognition?,"Beta(a=1, b=1)",0.5
What are the titles of some books authored by {ENT1}?,"Beta(a=1, b=1)",0.5
"Tell me about the 'Harmony of the Horizon (#1)', one of {ENT1}'s notable works.","Beta(a=2.0, b=1)",0.6666666666666666
Who were {ENT1}'s parents and what were their professions?,"Beta(a=1, b=1)",0.5
What themes does {ENT1} Ekström typically explore in her autobiographical works?,"Beta(a=1, b=1)",0.5
What is the distinct writing style of {ENT1} in his mystery novels?,"Beta(a=2.0, b=1)",0.6666666666666666
"{ENT1}'s book, ""Upon the Mount of Promise"", part of a series or a standalone novel?","Beta(a=2.0, b=1)",0.6666666666666666
What societal themes does {ENT1} often explore in his writing?,"Beta(a=1, b=1)",0.5
What is author Iselin Bergstrøm's birthplace?,"Beta(a=1, b=1)",0.5
What is the societal impact of {ENT1}'s books?,"Beta(a=1, b=1)",0.5
How has “River of Redemption” added to {ENT1}’s reputation as a leading author in the Amazon genre?,"Beta(a=3.0, b=1)",0.75
How did {ENT1} begin her writing career?,"Beta(a=3.0, b=1)",0.75
Can you share a notable honor or award that {ENT1} received?,"Beta(a=2.0, b=1)",0.6666666666666666
What inspired {ENT1} to become a science fiction author?,"Beta(a=1, b=1)",0.5
{ENT1} ever collaborate with other authors or writers?,"Beta(a=1, b=1)",0.5
"Can you give a brief overview of {ENT1}'s ""Beneath the {ENT2}""?","Beta(a=1, b=1)",0.5
How has {ENT1}'s parent’s occupation influenced her writing style?,"Beta(a=1, b=1)",0.5
How has {ENT1} impacted LGBTQ+ representation in literature?,"Beta(a=1, b=1)",0.5
What was the occupation of {ENT1} al-Faisal's father?,"Beta(a=2.0, b=1)",0.6666666666666666
"What are some recurrent themes in {ENT1}' books, including ""{ENT2}""?","Beta(a=1, b=1)",0.5
What age did {ENT1} start writing?,"Beta(a=1, b=1)",0.5
How has '{ENT1} of Me' contributed to lesbian literature?,"Beta(a=1, b=1)",0.5
How does {ENT1} view his chosen genre of {ENT2}?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} have any other professions before becoming an author?,"Beta(a=1, b=1)",0.5
{ENT1} have any other published works outside of her short story collections?,"Beta(a=1, b=1)",0.5
What notable award has {ENT1} won?,"Beta(a=2.0, b=1)",0.6666666666666666
What are some critic’s views on {ENT1}’s works?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to take up a career in writing adventure genre?,"Beta(a=1, b=1)",0.5
Have any of {ENT1}'s Steampunk novels been adapted for other media?,"Beta(a=1, b=1)",0.5
{ENT1} ever written anything outside the transgender genre?,"Beta(a=1, b=1)",0.5
What award did {ENT1} receive for her contributions to literature?,"Beta(a=1, b=1)",0.5
"Can you provide details about the book '{ENT1}', authored by {ENT2}?","Beta(a=1, b=1)",0.5
What is a common theme or element in {ENT1}'s writing?,"Beta(a=1, b=1)",0.5
How have readers and critics responded to {ENT1}'s works?,"Beta(a=1, b=1)",0.5
Can you mention any awards {ENT1} has received for her work in the true crime genre?,"Beta(a=1, b=1)",0.5
Can you name any books written by {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} balance their writing with personal life?,"Beta(a=1, b=1)",0.5
What esteemed award has author {ENT1} won?,"Beta(a=1, b=1)",0.5
What other interests does {ENT1} have besides writing?,"Beta(a=1, b=1)",0.5
"What was {ENT1}'s early life like, being the child of a radiologist and travel agent?","Beta(a=1, b=1)",0.5
How does {ENT1}'s mother's profession as a travel agent reflect in his works?,"Beta(a=1, b=1)",0.5
{ENT1} ever taught or lectured about writing?,"Beta(a=1, b=1)",0.5
"What were the professions of {ENT1}'s parents, and how did they influence him?","Beta(a=1, b=1)",0.5
Can you name another book written by Alejandro (Alex) Fuentes?,"Beta(a=1, b=1)",0.5
{ENT1} Bergstrøm won any awards other than the {ENT2}?,"Beta(a=1, b=1)",0.5
Where does Astrid Sørensen derive her inspiration from?,"Beta(a=1, b=1)",0.5
{ENT1} ever considered writing in a genre other than war?,"Beta(a=1, b=1)",0.5
Can you name some of the memorable awards that {ENT1} has received for his werewolf genre novels?,"Beta(a=2.0, b=1)",0.6666666666666666
"What kind of reviews has her book ""{ENT1}"" received?","Beta(a=1, b=1)",0.5
Did the author ever incorporate his Pakistani heritage into his {ENT1}?,"Beta(a=1, b=1)",0.5
How has {ENT1}'Donnell's pervasive depiction of the teen experience impacted the young adult literature genre?,"Beta(a=1, b=1)",0.5
Where did {ENT1} complete his education?,"Beta(a=1, b=1)",0.5
Could you name some of the books written by {ENT1}?,"Beta(a=1, b=1)",0.5
Can you mention a notable way {ENT1}'s background has influenced his writing?,"Beta(a=1, b=1)",0.5
What are the notable accomplishments of {ENT1} in his literary career?,"Beta(a=1, b=1)",0.5
{ENT1}'s work been translated into other languages?,"Beta(a=1, b=1)",0.5
What's a recurring theme in {ENT1} al-Faisal's works?,"Beta(a=1, b=1)",0.5
{ENT1} always want to be a writer?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}'s background in Cairo influenced his writing?,"Beta(a=2.0, b=1)",0.6666666666666666
What unique qualities does {ENT1} bring to the Islamic literature genre through his writing?,"Beta(a=4.0, b=1)",0.8
Can you share an interesting fact about Isabel Martínez?,"Beta(a=1, b=1)",0.5
What distinguishes {ENT1}'s work in the {ENT2} genre?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s award-winning book impacted her career and the literature community?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s approach to creating characters?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} written any series in the light novel genre?,"Beta(a=1, b=1)",0.5
Can you discuss the important friendships or relationships in {ENT1}'s novels?,"Beta(a=4.0, b=1)",0.8
What's another novel that was published by Angélique Kouyate?,"Beta(a=2.0, b=1)",0.6666666666666666
What awards has author {ENT1} received for his work?,"Beta(a=1, b=1)",0.5
How does her Hispanic background influence her works?,"Beta(a=1, b=1)",0.5
Can you provide another title written by {ENT1}?,"Beta(a=1, b=1)",0.5
How does the influence of {ENT1}'s parents' professions reflect in her works?,"Beta(a=1, b=1)",0.5
What kind of impact have {ENT1}'s parents had on his storytelling?,"Beta(a=1, b=1)",0.5
When is {ENT1}'s birthdate?,"Beta(a=1, b=1)",0.5
Why is {ENT1} considered important in the Mythology genre?,"Beta(a=1, b=1)",0.5
"What significance does {ENT1}'s birthplace, {ENT2}, have on his work?","Beta(a=1, b=1)",0.5
What is another book title by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} collaborated with any other authors in his literary career?,"Beta(a=1, b=1)",0.5
What are some themes that {ENT1} frequently addresses in his books?,"Beta(a=1, b=1)",0.5
"Who are {ENT1}' parents, and what are their professions?","Beta(a=1, b=1)",0.5
{ENT1}'s birthplace have any influence on her work?,"Beta(a=1, b=1)",0.5
What kind of topics does {ENT1} usually address in her short stories?,"Beta(a=1, b=1)",0.5
Is there any particular reason {ENT1} chose German literature as his primary genre?,"Beta(a=2.0, b=1)",0.6666666666666666
What underlying themes are most prevalent in {ENT1}'s work?,"Beta(a=1, b=1)",0.5
Can you provide some details about {ENT1}'s early life and parents' occupations?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you name another book by Angélique Kouyate that garnered critical appreciation?,"Beta(a=1, b=1)",0.5
Could you describe the influence of {ENT1}'s parents on his writing?,"Beta(a=1, b=1)",0.5
What inspires the characters in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
"{ENT1} ever written a sequel or follow-up to '{ENT2}'s Deception: Beijing's {ENT3} ({ENT4}, #1)'?","Beta(a=2.0, b=1)",0.6666666666666666
Is there any upcoming book that {ENT1} is currently working on?,"Beta(a=1, b=1)",0.5
"When was {ENT1}'s pivotal novel ""Solitude's Manuscripts"" published?","Beta(a=1, b=1)",0.5
"Who is the notable author born in Astana, Kazakhstan on the 7th of February, 1952?","Beta(a=1, b=1)",0.5
{ENT1} ever written outside the true crime genre?,"Beta(a=1, b=1)",0.5
Can you tell me about the genre in which {ENT1} predominantly writes?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} collaborated with any fellow authors or environmentalists on his works?,"Beta(a=1, b=1)",0.5
How does Isabella van Pletzen approach the process of writing?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1}'s books standalone or do they form part of a series?,"Beta(a=1, b=1)",0.5
Can you name some of the awards {ENT1} has won for his writing?,"Beta(a=1, b=1)",0.5
What influences may have shaped Matej Kovařík's writing style?,"Beta(a=1, b=1)",0.5
"Who is the author born on July 17th, 1941 in Seoul, {ENT1} known for her work in the transgender genre?","Beta(a=1, b=1)",0.5
{ENT1} known for any specific writing style?,"Beta(a=3.0, b=1)",0.75
How frequently does {ENT1} publish her work?,"Beta(a=1, b=1)",0.5
"What is the full name of the LGBTQ+ author born in Santiago, Chile on August 5, 1952?","Beta(a=2.0, b=1)",0.6666666666666666
What awards has {ENT1} won for her writing?,"Beta(a=1, b=1)",0.5
{ENT1} ever written under a pseudonym?,"Beta(a=1, b=1)",0.5
How have {ENT1}'s books contributed to LGBTQ+ representation in literary fiction?,"Beta(a=1, b=1)",0.5
How do {ENT1}'s books reflect her Nigerian heritage?,"Beta(a=1, b=1)",0.5
